pubmed_id,first_author,pub_date,journal,study_title
38459180,Yang ML,2024-03-08,Nat Med,Sex-specific genetic architecture of blood pressure.
30089514,Chen JA,2018-08-08,Mol Neurodegener,Joint genome-wide association study of progressive supranuclear palsy identifies novel susceptibility loci and genetic correlation to neurodegenerative diseases.
42178310,Tyrmi JS,2026-05-25,Nat Commun,Genome-wide meta-analysis identifies genetic drivers of bile acid metabolism in intrahepatic cholestasis of pregnancy.
31087446,Han S,2019-05-13,Genet Epidemiol,"Exome chip-driven association study of lipidemia in >14,000 Koreans and evaluation of genetic effect on identified variants between different ethnic groups."
32929176,Feng GJ,2020-09-14,J Hum Genet,Identification of pleiotropic loci underlying hip bone mineral density and trunk lean mass.
28073927,Springelkamp H,2017-01-10,Hum Mol Genet,New insights into the genetics of primary open-angle glaucoma based on meta-analyses of intraocular pressure and optic disc characteristics.
31036433,Pividori M,2019-04-26,Lancet Respir Med,Shared and distinct genetic risk factors for childhood-onset and adult-onset asthma: genome-wide and transcriptome-wide studies.
21124955,Marzi C,2010-11-18,PLoS Genet,Genome-wide association study identifies two novel regions at 11p15.5-p13 and 1p31 with major impact on acute-phase serum amyloid A.
27424798,Chahal HS,2016-07-18,Nat Commun,Genome-wide association study identifies novel susceptibility loci for cutaneous squamous cell carcinoma.
38898991,Andreu-Sanchez S,2024-03-30,Imeta,Unraveling interindividual variation of trimethylamine <i>N</i>-oxide and its precursors at the population level.
37156394,Ozeki T,2023-05-06,J Invest Dermatol,Association of Genetic Variants of HLA-DQA1 with Bullous Pemphigoid Induced by Dipeptidyl Peptidase-4 Inhibitors.
28067908,de Lange KM,2017-01-09,Nat Genet,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.
31869403,Kowalski MH,2019-12-23,PLoS Genet,"Use of >100,000 NHLBI Trans-Omics for Precision Medicine (TOPMed) Consortium whole genome sequences improves imputation quality and detection of rare variant associations in admixed African and Hispanic/Latino populations."
30012220,Prins BP,2018-07-17,Genome Biol,"Exome-chip meta-analysis identifies novel loci associated with cardiac conduction, including ADAMTS6."
41325371,Sadler MC,2025-12-01,PLoS Genet,Genetic determinants of zinc homeostasis and its role in cardiometabolic diseases.
39251599,Farrell K,2024-09-09,Nat Commun,"Genetic, transcriptomic, histological, and biochemical analysis of progressive supranuclear palsy implicates glial activation and novel risk genes."
35915169,Byun J,2022-08-01,Nat Genet,"Cross-ancestry genome-wide meta-analysis of 61,047 cases and 947,237 controls identifies new susceptibility loci contributing to lung cancer."
37127109,Zhang J,2023-04-29,Am J Clin Nutr,Metabolic signature of healthy lifestyle and risk of rheumatoid arthritis: observational and Mendelian randomization study.
23563607,Berndt SI,2013-04-07,Nat Genet,Genome-wide meta-analysis identifies 11 new loci for anthropometric traits and provides insights into genetic architecture.
25231870,Perry JR,2014-07-23,Nature,Parent-of-origin-specific allelic associations among 106 genomic loci for age at menarche.
37492107,Wu Y,2023-06-05,Cell Genom,150 risk variants for diverticular disease of intestine prioritize cell types and enable polygenic prediction of disease susceptibility.
37587338,Gupta R,2023-08-16,Nature,Nuclear genetic control of mtDNA copy number and heteroplasmy in humans.
21757653,Lovely RS,2011-07-14,Arterioscler Thromb Vasc Biol,Assessment of genetic determinants of the association of γ' fibrinogen in relation to cardiovascular disease.
41791023,Jacobs BM,2026-03-06,Neurology,Genetic Determinants of Multiple Sclerosis Susceptibility in People From Diverse Ancestral Backgrounds.
20541252,Wang TJ,2010-06-09,Lancet,Common genetic determinants of vitamin D insufficiency: a genome-wide association study.
37002690,Zeng Y,2023-04-01,Am J Psychiatry,Genetic Associations Between Stress-Related Disorders and Autoimmune Disease.
28448500,Graff M,2017-04-27,PLoS Genet,"Genome-wide physical activity interactions in adiposity - A meta-analysis of 200,452 adults."
41640362,Awada A,2026-02-05,J Infect Dis,Multi-ancestry GWAS identifies variants in a zinc finger gene cluster as novel regulators of HIV control.
37985223,Archer DB,2023-11-20,Alzheimers Dement,Longitudinal change in memory performance as a strong endophenotype for Alzheimer's disease.
17804836,Plenge RM,2007-09-05,N Engl J Med,TRAF1-C5 as a risk locus for rheumatoid arthritis--a genomewide study.
33311554,Jiang X,2020-12-11,Commun Biol,Fine-mapping and cell-specific enrichment at corneal resistance factor loci prioritize candidate causal regulatory variants.
37539664,Ta M,2023-08-04,Mov Disord,Genome-Wide Meta-Analysis of Cerebrospinal Fluid Biomarkers in Alzheimer's Disease and Parkinson's Disease Cohorts.
36539420,Xiong Z,2022-12-20,Nat Commun,Combining genome-wide association studies highlight novel loci involved in human facial variation.
29808027,Tedja MS,2018-05-28,Nat Genet,Genome-wide association meta-analysis highlights light-induced signaling as a driver for refractive error.
30220432,Haas ME,2018-09-06,Am J Hum Genet,Genetic Association of Albuminuria with Cardiometabolic Disease and Blood Pressure.
